Date,last_price,final_price,call_price,exp_profit,strike,target,target_mc,exp_date
2019-09-18,301.1,291.2699890136719,2.64,-12.370010986328111,301.0,0,-1,2019-10-09
2019-09-19,301.05,291.2699890136719,2.49,-12.220010986328134,301.0,0,-1,2019-10-09
2019-09-20,298.09,296.2799987792969,4.25,-5.970001220703125,298.0,0,-1,2019-10-11
2019-09-23,298.28,295.95001220703125,4.12,-6.1699877929687545,298.0,0,-1,2019-10-14
2019-09-24,295.91,295.95001220703125,4.16,-4.209987792968775,296.0,0,-1,2019-10-14
2019-09-25,297.59,298.3999938964844,3.8,-3.4000061035156364,298.0,0,-1,2019-10-16
2019-09-26,296.99,298.3999938964844,4.14,-2.7400061035156114,297.0,0,0,2019-10-16
2019-09-27,295.38,297.9700012207031,4.67,-1.699998779296891,295.0,0,0,2019-10-18
2019-10-01,293.32,299.989990234375,4.97,2.0199902343749727,293.0,1,0,2019-10-21
2019-10-02,288.16,299.8800048828125,5.79,6.0900048828124795,288.0,1,1,2019-10-23
2019-10-03,290.45,299.8800048828125,4.83,5.050004882812516,290.0,1,1,2019-10-23
2019-10-04,294.3,301.6000061035156,4.81,2.7900061035156227,294.0,1,0,2019-10-25
2019-10-07,293.1,303.29998779296875,4.96,5.3399877929687705,293.0,1,1,2019-10-28
2019-10-08,288.65,303.29998779296875,5.15,9.149987792968773,289.0,1,1,2019-10-28
2019-10-09,291.11,304.1400146484375,5.25,7.8900146484375,291.0,1,1,2019-10-30
2019-10-10,293.29,304.1400146484375,4.81,6.330014648437498,293.0,1,1,2019-10-30
2019-10-11,296.26,306.1400146484375,4.7,5.440014648437511,296.0,1,1,2019-11-01
2019-10-14,296.03,307.3699951171875,3.92,7.449995117187484,296.0,1,1,2019-11-04
2019-10-15,298.88,307.3699951171875,3.38,4.9899951171875045,299.0,1,1,2019-11-04
2019-10-16,298.46,307.1000061035156,3.89,5.210006103515639,298.0,1,1,2019-11-06
2019-10-17,299.21,307.1000061035156,3.59,4.51000610351565,299.0,1,1,2019-11-06
2019-10-18,298.09,308.94000244140625,4.02,6.920002441406268,298.0,1,1,2019-11-08
2019-10-21,300.03,308.3500061035156,3.35,5.000006103515602,300.0,1,1,2019-11-11
2019-10-22,299.0,308.3500061035156,3.44,5.910006103515627,299.0,1,1,2019-11-11
2019-10-23,299.83,309.1000061035156,3.31,5.790006103515623,300.0,1,1,2019-11-13
2019-10-24,300.42,309.1000061035156,3.38,5.7200061035156295,300.0,1,1,2019-11-13
2019-10-25,301.59,311.7900085449219,2.95,6.840008544921886,302.0,1,1,2019-11-15
2019-10-28,303.34,312.0199890136719,3.56,5.459989013671873,303.0,1,1,2019-11-18
2019-10-29,303.14,312.0199890136719,3.41,5.60998901367185,303.0,1,1,2019-11-18
2019-10-30,304.21,310.7699890136719,3.15,3.6199890136718977,304.0,1,1,2019-11-20
2019-10-31,303.29,310.7699890136719,3.26,4.509989013671884,303.0,1,1,2019-11-20
2019-11-01,306.19,310.9599914550781,3.01,1.949991455078134,306.0,1,0,2019-11-22
2019-11-04,307.37,313.3699951171875,3.21,3.1599951171875205,307.0,1,1,2019-11-25
2019-11-05,307.04,313.3699951171875,3.26,3.109995117187509,307.0,1,1,2019-11-25
2019-11-06,307.07,315.4800109863281,3.18,5.300010986328118,307.0,1,1,2019-11-27
2019-11-07,308.21,315.4800109863281,3.1,4.380010986328102,308.0,1,1,2019-11-27
2019-11-08,308.97,314.3099975585937,2.81,2.499997558593691,309.0,1,0,2019-11-29
2019-11-11,308.36,311.6400146484375,3.16,0.480014648437475,308.0,1,0,2019-12-02
2019-11-12,308.96,311.6400146484375,2.8,-0.15998535156251137,309.0,0,0,2019-12-02
2019-11-13,309.15,311.4599914550781,3.13,-0.6700085449218705,309.0,0,0,2019-12-04
2019-11-14,309.54,311.4599914550781,2.66,-1.2000085449219,310.0,0,0,2019-12-04
2019-11-15,311.81,314.8699951171875,2.67,0.19999511718748408,312.0,1,0,2019-12-06
2019-11-18,311.98,313.8800048828125,2.86,-0.9799951171875136,312.0,0,0,2019-12-09
2019-11-19,311.9,313.8800048828125,2.75,-0.8699951171875,312.0,0,0,2019-12-09
2019-11-20,310.83,314.4200134277344,2.89,0.5300134277343886,311.0,1,0,2019-12-11
2019-11-21,310.3,314.4200134277344,3.38,1.0400134277343795,310.0,1,0,2019-12-11
2019-11-22,311.02,317.32000732421875,3.14,3.1800073242187636,311.0,1,1,2019-12-13
2019-11-25,313.33,319.5,3.0,3.5,313.0,1,1,2019-12-16
2019-11-26,314.02,319.5,2.61,2.8899999999999864,314.0,1,0,2019-12-16
2019-11-27,315.42,319.5899963378906,3.15,1.4399963378906477,315.0,1,0,2019-12-18
2019-11-29,314.31,320.7300109863281,3.49,3.240010986328116,314.0,1,1,2019-12-20
2019-12-02,311.66,321.2200012207031,3.32,5.900001220703132,312.0,1,1,2019-12-23
2019-12-03,309.51,321.2300109863281,3.55,7.680010986328114,310.0,1,1,2019-12-24
2019-12-04,311.5,321.2300109863281,3.87,6.3600109863281205,311.0,1,1,2019-12-24
2019-12-05,312.09,322.8599853515625,3.39,7.469985351562514,312.0,1,1,2019-12-27
2019-12-06,314.83,322.8599853515625,2.82,5.039985351562507,315.0,1,1,2019-12-27
2019-12-09,313.9,321.0799865722656,3.28,3.7999865722656523,314.0,1,1,2019-12-30
2019-12-10,313.58,321.8599853515625,2.9,4.959985351562523,314.0,1,1,2019-12-31
2019-12-11,314.33,321.8599853515625,3.19,4.669985351562502,314.0,1,1,2019-12-31
2019-12-12,317.08,322.4100036621094,2.85,2.5600036621093523,317.0,1,0,2020-01-03
2019-12-13,317.29,322.4100036621094,2.06,2.8500036621093727,317.5,1,0,2020-01-03
2019-12-16,319.49,323.6400146484375,2.37,2.2700146484374955,319.0,1,0,2020-01-06
2019-12-17,319.57,323.6400146484375,1.7,1.9400146484375114,320.0,1,0,2020-01-06
2019-12-18,319.56,324.45001220703125,2.01,2.440012207031259,320.0,1,0,2020-01-08
2019-12-19,320.87,324.45001220703125,1.72,1.7300122070312227,321.0,1,0,2020-01-08
2019-12-20,320.85,325.7099914550781,3.03,1.6799914550781523,321.0,1,0,2020-01-10
2019-12-23,321.27,327.95001220703125,3.09,3.860012207031275,321.0,1,1,2020-01-13
2019-12-24,321.23,327.95001220703125,2.92,4.030012207031234,321.0,1,1,2020-01-13
2019-12-26,322.94,328.19000244140625,2.4,2.7900024414062727,323.0,1,0,2020-01-15
2019-12-27,322.85,331.95001220703125,3.4,5.550012207031273,323.0,1,1,2020-01-17
2019-12-30,321.13,331.29998779296875,4.03,6.269987792968777,321.0,1,1,2020-01-21
2019-12-31,321.86,331.29998779296875,3.24,6.059987792968741,322.0,1,1,2020-01-21
2020-01-02,324.87,331.3399963378906,2.69,3.6499963378906273,325.0,1,1,2020-01-22
2020-01-03,322.43,328.7699890136719,3.96,2.3099890136718955,322.5,1,0,2020-01-24
2020-01-06,323.68,323.5,3.15,-3.6499999999999773,324.0,0,-1,2020-01-27
2020-01-07,322.74,323.5,3.21,-2.7099999999999795,323.0,0,0,2020-01-27
2020-01-08,324.39,326.6199951171875,4.37,-1.7500048828125045,324.0,0,0,2020-01-29
2020-01-09,326.59,326.6199951171875,2.66,-3.040004882812525,327.0,0,-1,2020-01-29
2020-01-10,325.64,321.7300109863281,3.46,-7.2299890136718545,325.5,0,-1,2020-01-31
2020-01-13,327.92,324.1199951171875,2.94,-6.820004882812498,328.0,0,-1,2020-02-03
2020-01-14,327.42,324.1199951171875,3.14,-6.020004882812486,327.0,0,-1,2020-02-03
2020-01-15,328.16,332.8599853515625,3.19,1.6699853515625023,328.0,1,0,2020-02-05
2020-01-16,330.86,332.8599853515625,2.77,-0.9100146484374818,331.0,0,0,2020-02-05
2020-01-17,332.01,332.20001220703125,3.24,-3.039987792968759,332.0,0,-1,2020-02-07
2020-01-21,331.29,334.67999267578125,3.6,0.07999267578122726,331.0,1,0,2020-02-10
2020-01-22,331.35,337.4200134277344,3.87,2.5500134277343705,331.0,1,0,2020-02-12
2020-01-23,331.8,337.4200134277344,3.4,2.0200134277343977,332.0,1,0,2020-02-12
2020-01-24,328.74,337.6000061035156,4.26,4.340006103515634,329.0,1,1,2020-02-14
2020-01-27,323.51,336.7300109863281,5.09,7.64001098632815,324.0,1,1,2020-02-18
2020-01-28,326.88,336.7300109863281,4.67,5.060010986328109,327.0,1,1,2020-02-18
2020-01-29,326.62,338.3399963378906,5.17,6.169996337890609,327.0,1,1,2020-02-19
2020-01-30,327.62,338.3399963378906,4.06,6.279996337890623,328.0,1,1,2020-02-19
2020-01-31,321.75,333.4800109863281,5.4,6.080010986328148,322.0,1,1,2020-02-21
2020-02-03,324.12,322.4200134277344,5.09,-6.6699865722656,324.0,0,-1,2020-02-24
2020-02-04,329.06,322.4200134277344,4.2,-10.779986572265614,329.0,0,-1,2020-02-24
2020-02-05,332.84,311.5,3.71,-25.20999999999998,333.0,0,-1,2020-02-26
2020-02-06,333.93,311.5,3.58,-26.079999999999984,334.0,0,-1,2020-02-26
2020-02-07,332.24,296.260009765625,4.23,-39.96999023437502,332.0,0,-1,2020-02-28
2020-02-10,334.75,309.0899963378906,3.52,-29.430003662109357,335.0,0,-1,2020-03-02
2020-02-11,335.27,309.0899963378906,3.82,-29.730003662109368,335.0,0,-1,2020-03-02
2020-02-12,337.44,312.8599853515625,4.14,-28.280014648437486,337.0,0,-1,2020-03-04
2020-02-13,337.17,312.8599853515625,3.92,-28.060014648437516,337.0,0,-1,2020-03-04
2020-02-14,337.6,297.4599914550781,3.81,-43.85000854492188,337.5,0,-1,2020-03-06
2020-02-18,336.73,274.2300109863281,3.55,-66.31998901367189,337.0,0,-1,2020-03-09
2020-02-19,338.32,274.3599853515625,4.14,-67.78001464843749,338.0,0,-1,2020-03-11
2020-02-20,336.99,274.3599853515625,3.9,-66.54001464843748,337.0,0,-1,2020-03-11
2020-02-21,333.45,269.32000732421875,5.25,-68.92999267578125,333.0,0,-1,2020-03-13
2020-02-24,322.42,239.8500061035156,7.61,-89.75999389648442,322.0,0,-1,2020-03-16
2020-02-25,312.59,239.8500061035156,7.86,-81.00999389648442,313.0,0,-1,2020-03-16
2020-02-26,311.61,240.0,7.78,-79.77999999999997,312.0,0,-1,2020-03-18
2020-02-27,297.68,240.0,12.51,-70.50999999999999,298.0,0,-1,2020-03-18
2020-02-28,296.24,228.8000030517578,8.98,-76.1799969482422,296.0,0,-1,2020-03-20
2020-03-02,308.9,222.9499969482422,5.07,-91.1200030517578,309.0,0,-1,2020-03-23
2020-03-03,300.32,222.9499969482422,10.5,-87.55000305175781,300.0,0,-1,2020-03-23
2020-03-04,313.05,246.7899932861328,7.4,-73.61000671386716,313.0,0,-1,2020-03-25
2020-03-05,302.51,246.7899932861328,9.68,-65.8900067138672,303.0,0,-1,2020-03-25
2020-03-06,297.46,253.4199981689453,9.14,-53.220001831054674,297.5,0,-1,2020-03-27
2020-03-09,274.48,261.6499938964844,26.16,-38.51000610351565,274.0,0,-1,2020-03-30
2020-03-10,288.39,257.75,7.46,-37.70999999999998,288.0,0,-1,2020-03-31
2020-03-11,274.25,246.1499938964844,13.73,-41.580006103515615,274.0,0,-1,2020-04-01
2020-03-12,247.91,246.1499938964844,0.0,-1.8500061035155966,248.0,0,0,2020-04-01
2020-03-13,270.94,248.19000244140625,11.23,-34.03999755859377,271.0,0,-1,2020-04-03
2020-03-16,239.75,264.8599853515625,18.0,6.8599853515625,240.0,1,1,2020-04-06
2020-03-17,254.1,264.8599853515625,15.32,-4.460014648437493,254.0,0,-1,2020-04-06
2020-03-18,241.23,274.0299987792969,15.03,17.999998779296902,241.0,1,1,2020-04-08
2020-03-19,240.94,278.20001220703125,16.43,20.770012207031243,241.0,1,1,2020-04-09
2020-03-20,228.95,278.20001220703125,18.31,30.890012207031248,229.0,1,1,2020-04-09
2020-03-23,222.21,275.6600036621094,14.18,39.48000366210937,222.0,1,1,2020-04-13
2020-03-24,242.0,275.6600036621094,13.75,19.910003662109375,242.0,1,1,2020-04-13
2020-03-25,246.79,277.760009765625,17.12,13.640009765624995,247.0,1,1,2020-04-15
2020-03-26,261.14,277.760009765625,12.32,4.440009765625007,261.0,1,1,2020-04-15
2020-03-27,254.0,286.6400146484375,14.46,18.18001464843752,254.0,1,1,2020-04-17
2020-03-30,261.56,281.5899963378906,12.37,7.2199963378906205,262.0,1,1,2020-04-20
2020-03-31,257.6,281.5899963378906,11.23,12.359996337890607,258.0,1,1,2020-04-20
2020-04-01,246.04,279.1000061035156,12.72,20.380006103515598,246.0,1,1,2020-04-22
2020-04-02,251.99,279.1000061035156,11.05,16.050006103515614,252.0,1,1,2020-04-22
2020-04-03,247.95,282.9700012207031,10.78,24.190001220703152,248.0,1,1,2020-04-24
2020-04-06,264.79,287.04998779296875,9.84,12.209987792968775,265.0,1,1,2020-04-27
2020-04-07,265.18,287.04998779296875,15.09,6.959987792968775,265.0,1,1,2020-04-27
2020-04-08,274.0,293.2099914550781,10.08,9.129991455078141,274.0,1,1,2020-04-29
2020-04-09,278.22,293.2099914550781,9.92,5.289991455078109,278.0,1,1,2020-04-29
2020-04-13,275.63,283.57000732421875,9.01,-1.439992675781241,276.0,0,0,2020-05-04
2020-04-14,283.8,283.57000732421875,8.62,-9.049992675781255,284.0,0,-1,2020-05-04
2020-04-15,277.75,284.25,10.09,-3.839999999999975,278.0,0,-1,2020-05-06
2020-04-16,278.96,284.25,8.82,-3.569999999999993,279.0,0,-1,2020-05-06
2020-04-17,286.56,292.44000244140625,8.86,-3.4199975585937636,287.0,0,-1,2020-05-08
2020-04-20,281.76,292.5,10.42,0.07999999999998408,282.0,1,0,2020-05-11
2020-04-21,273.11,292.5,10.75,8.75,273.0,1,1,2020-05-11
2020-04-22,279.04,281.6000061035156,10.21,-7.6099938964843545,279.0,0,-1,2020-05-13
2020-04-23,279.01,281.6000061035156,9.9,-7.299993896484352,279.0,0,-1,2020-05-13
2020-04-24,282.89,286.2799987792969,8.14,-4.860001220703111,283.0,0,-1,2020-05-15
2020-04-27,287.1,295.0,7.88,0.12000000000000455,287.0,1,0,2020-05-18
2020-04-28,285.69,295.0,8.25,0.75,286.0,1,0,2020-05-18
2020-04-29,293.15,296.92999267578125,7.6,-3.6700073242187727,293.0,0,-1,2020-05-20
2020-04-30,290.26,296.92999267578125,8.19,-1.2600073242187477,290.0,0,0,2020-05-20
2020-05-01,282.83,295.44000244140625,8.59,3.850002441406275,283.0,1,1,2020-05-22
2020-05-04,283.59,299.0799865722656,8.09,6.98998657226565,284.0,1,1,2020-05-26
2020-05-05,286.15,299.0799865722656,7.84,5.23998657226565,286.0,1,1,2020-05-26
2020-05-06,284.37,303.5299987792969,9.08,10.449998779296891,284.0,1,1,2020-05-27
2020-05-07,287.7,303.5299987792969,6.78,8.749998779296902,288.0,1,1,2020-05-27
2020-05-08,292.51,304.32000732421875,5.99,5.330007324218741,293.0,1,1,2020-05-29
2020-05-11,292.62,305.54998779296875,6.18,6.369987792968743,293.0,1,1,2020-06-01
2020-05-12,286.55,305.54998779296875,7.09,11.459987792968775,287.0,1,1,2020-06-01
2020-05-13,281.48,312.17999267578125,8.51,22.66999267578126,281.0,1,1,2020-06-03
2020-05-14,285.04,312.17999267578125,7.07,20.109992675781257,285.0,1,1,2020-06-03
2020-05-15,286.29,319.3399963378906,7.49,25.849996337890616,286.0,1,1,2020-06-05
2020-05-18,294.94,323.20001220703125,6.64,21.560012207031264,295.0,1,1,2020-06-08
2020-05-19,292.21,323.20001220703125,7.06,24.140012207031248,292.0,1,1,2020-06-08
2020-05-20,296.99,319.0,6.55,15.449999999999989,297.0,1,1,2020-06-10
2020-05-21,294.84,319.0,6.59,17.410000000000025,295.0,1,1,2020-06-10
2020-05-22,295.48,304.2099914550781,6.87,2.3399914550781205,295.0,1,0,2020-06-12
2020-05-26,299.2,307.04998779296875,6.45,1.5999877929687614,299.0,1,0,2020-06-15
2020-05-27,303.55,311.6600036621094,6.09,1.5700036621094,304.0,1,0,2020-06-17
2020-05-28,303.02,311.6600036621094,7.0,1.660003662109375,303.0,1,0,2020-06-17
2020-05-29,304.04,308.6400146484375,6.78,-2.1399853515624727,304.0,0,0,2020-06-19
2020-06-01,305.45,310.6199951171875,6.78,-1.1600048828124727,305.0,0,0,2020-06-22
2020-06-02,308.08,310.6199951171875,5.62,-3.0000048828125045,308.0,0,-1,2020-06-22
2020-06-03,312.09,304.0899963378906,5.73,-13.640003662109393,312.0,0,-1,2020-06-24
2020-06-04,311.34,304.0899963378906,5.67,-12.580003662109391,311.0,0,-1,2020-06-24
2020-06-05,319.4,300.04998779296875,5.71,-24.66001220703123,319.0,0,-1,2020-06-26
2020-06-08,323.15,304.4599914550781,5.7,-24.240008544921864,323.0,0,-1,2020-06-29
2020-06-09,320.94,308.3599853515625,6.35,-18.990014648437523,321.0,0,-1,2020-06-30
2020-06-10,319.03,310.5199890136719,6.6,-15.080010986328148,319.0,0,-1,2020-07-01
2020-06-11,300.69,312.2300109863281,9.5,1.730010986328125,301.0,1,0,2020-07-02
2020-06-12,304.33,312.2300109863281,8.62,-0.38998901367187955,304.0,0,0,2020-07-02
2020-06-15,307.11,317.04998779296875,7.59,2.459987792968775,307.0,1,0,2020-07-06
2020-06-16,312.95,317.04998779296875,7.25,-3.20001220703125,313.0,0,-1,2020-07-06
2020-06-17,311.66,316.17999267578125,7.5,-3.32000732421875,312.0,0,-1,2020-07-08
2020-06-19,308.53,317.5899963378906,8.2,0.38999633789063637,309.0,1,0,2020-07-10
2020-06-22,310.67,314.8399963378906,7.5,-3.660003662109375,311.0,0,-1,2020-07-13
2020-06-23,311.99,314.8399963378906,7.55,-4.710003662109386,312.0,0,-1,2020-07-13
2020-06-24,304.15,321.8500061035156,8.45,9.400006103515636,304.0,1,1,2020-07-15
2020-06-25,307.31,321.8500061035156,7.38,7.4700061035156295,307.0,1,1,2020-07-15
2020-06-26,299.98,321.7200012207031,8.77,12.950001220703143,300.0,1,1,2020-07-17
2020-06-29,304.44,324.32000732421875,7.1,13.220007324218727,304.0,1,1,2020-07-20
2020-06-30,308.57,324.32000732421875,7.0,8.32000732421875,309.0,1,1,2020-07-20
2020-07-01,310.6,326.8599853515625,6.46,9.39998535156252,311.0,1,1,2020-07-22
2020-07-02,312.22,326.8599853515625,6.21,8.64998535156252,312.0,1,1,2020-07-22
2020-07-06,317.01,323.2200012207031,6.42,-0.19999877929689092,317.0,0,0,2020-07-27
2020-07-07,313.75,323.2200012207031,6.57,2.650001220703132,314.0,1,0,2020-07-27
2020-07-08,316.16,325.1199951171875,6.53,2.5899951171875273,316.0,1,0,2020-07-29
2020-07-09,314.57,325.1199951171875,6.59,3.529995117187525,315.0,1,1,2020-07-29
2020-07-10,317.62,326.5199890136719,6.67,1.849989013671859,318.0,1,0,2020-07-31
2020-07-13,314.85,328.7900085449219,7.65,6.140008544921898,315.0,1,1,2020-08-03
2020-07-14,318.89,328.7900085449219,7.08,2.710008544921891,319.0,1,0,2020-08-03
2020-07-15,321.98,332.1099853515625,6.82,3.289985351562507,322.0,1,1,2020-08-05
2020-07-16,320.86,332.1099853515625,6.72,4.389985351562473,321.0,1,1,2020-08-05
2020-07-17,321.7,334.57000732421875,6.26,6.310007324218759,322.0,1,1,2020-08-07
2020-07-20,324.27,335.57000732421875,6.5,5.07000732421875,324.0,1,1,2020-08-10
2020-07-21,324.9,335.57000732421875,6.07,4.500007324218757,325.0,1,1,2020-08-10
2020-07-22,326.82,337.44000244140625,5.49,4.950002441406241,327.0,1,1,2020-08-12
2020-07-23,322.96,337.44000244140625,6.18,8.260002441406243,323.0,1,1,2020-08-12
2020-07-24,320.91,336.8399963378906,6.39,9.449996337890639,321.0,1,1,2020-08-14
2020-07-27,323.29,337.9100036621094,6.13,8.78000366210938,323.0,1,1,2020-08-17
2020-07-28,321.27,337.9100036621094,6.08,10.830003662109391,321.0,1,1,2020-08-17
2020-07-29,325.01,337.2300109863281,5.8,6.430010986328114,325.0,1,1,2020-08-19
2020-07-30,323.96,337.2300109863281,5.98,7.250010986328107,324.0,1,1,2020-08-19
2020-07-31,326.42,339.4800109863281,6.14,7.340010986328139,326.0,1,1,2020-08-21
2020-08-03,328.67,342.9200134277344,5.87,8.05001342773437,329.0,1,1,2020-08-24
2020-08-04,330.06,342.9200134277344,5.33,7.590013427734391,330.0,1,1,2020-08-24
2020-08-05,332.03,347.57000732421875,5.63,9.940007324218755,332.0,1,1,2020-08-26
2020-08-06,334.31,347.57000732421875,5.25,8.32000732421875,334.0,1,1,2020-08-26
2020-08-07,334.57,350.5799865722656,5.04,10.539986572265605,335.0,1,1,2020-08-28
2020-08-10,335.56,349.3099975585937,4.91,8.399997558593668,336.0,1,1,2020-08-31
2020-08-11,332.8,349.3099975585937,5.73,10.579997558593675,333.0,1,1,2020-08-31
2020-08-12,337.43,357.70001220703125,5.79,14.91001220703123,337.0,1,1,2020-09-02
2020-08-13,336.82,357.70001220703125,5.22,15.480012207031223,337.0,1,1,2020-09-02
2020-08-14,336.85,342.57000732421875,5.27,0.3000073242187682,337.0,1,0,2020-09-04
2020-08-17,337.9,333.2099914550781,5.11,-9.900008544921889,338.0,0,-1,2020-09-08
2020-08-18,338.58,333.2099914550781,4.86,-10.650008544921889,339.0,0,-1,2020-09-08
2020-08-19,337.13,339.7900085449219,5.41,-2.61999145507815,337.0,0,0,2020-09-09
2020-08-20,338.31,339.7900085449219,5.23,-3.439991455078143,338.0,0,-1,2020-09-09
2020-08-21,339.45,334.0599975585937,5.45,-10.390002441406295,339.0,0,-1,2020-09-11
2020-08-24,342.89,338.4599914550781,4.25,-8.790008544921875,343.0,0,-1,2020-09-14
2020-08-25,344.12,338.4599914550781,4.91,-10.4500085449219,344.0,0,-1,2020-09-14
2020-08-26,347.63,338.82000732421875,5.28,-14.459992675781223,348.0,0,-1,2020-09-16
2020-08-27,348.33,338.82000732421875,5.97,-15.149992675781277,348.0,0,-1,2020-09-16
2020-08-28,350.57,330.6499938964844,5.17,-25.52000610351564,351.0,0,-1,2020-09-18
2020-08-31,349.37,326.9700012207031,6.49,-28.519998779296884,349.0,0,-1,2020-09-21
2020-09-01,352.67,326.9700012207031,4.88,-30.90999877929687,353.0,0,-1,2020-09-21
2020-09-02,357.78,322.6400146484375,6.31,-41.6699853515625,358.0,0,-1,2020-09-23
2020-09-03,345.53,322.6400146484375,7.0,-30.3599853515625,346.0,0,-1,2020-09-23
2020-09-04,342.52,328.7300109863281,7.11,-21.37998901367189,343.0,0,-1,2020-09-25
2020-09-08,333.24,334.19000244140625,7.81,-6.619997558593752,333.0,0,-1,2020-09-28
2020-09-09,339.78,334.8900146484375,7.59,-12.699985351562475,340.0,0,-1,2020-09-30
2020-09-10,333.92,334.8900146484375,7.68,-6.789985351562507,334.0,0,-1,2020-09-30
2020-09-11,334.1,333.8399963378906,6.87,-7.0300036621093795,334.0,0,-1,2020-10-02
2020-09-14,338.44,339.760009765625,6.8,-5.039990234375011,338.0,0,-1,2020-10-05
2020-09-15,340.12,339.760009765625,5.77,-6.009990234374982,340.0,0,-1,2020-10-05
2020-09-16,338.88,340.760009765625,6.31,-4.549990234375002,339.0,0,-1,2020-10-07
2020-09-17,335.84,340.760009765625,6.02,-1.2599902343749818,336.0,0,0,2020-10-07
2020-09-18,330.75,346.8500061035156,6.9,8.950006103515648,331.0,1,1,2020-10-09
2020-09-21,327.13,352.42999267578125,6.92,18.509992675781234,327.0,1,1,2020-10-12
2020-09-22,330.3,352.42999267578125,6.48,15.949992675781232,330.0,1,1,2020-10-12
2020-09-23,322.54,347.92999267578125,7.35,17.579992675781227,323.0,1,1,2020-10-14
2020-09-24,323.42,347.92999267578125,7.14,17.789992675781264,323.0,1,1,2020-10-14
2020-09-25,328.68,347.2900085449219,6.93,11.360008544921868,329.0,1,1,2020-10-16
2020-09-28,334.25,342.010009765625,7.19,0.8200097656250023,334.0,1,0,2020-10-19
2020-09-29,332.43,342.010009765625,7.33,2.680009765625016,332.0,1,0,2020-10-19
2020-09-30,334.87,342.7300109863281,7.54,0.19001098632810454,335.0,1,0,2020-10-21
2020-10-01,336.97,342.7300109863281,6.87,-1.1399890136718795,337.0,0,0,2020-10-21
2020-10-02,334.02,345.7799987792969,7.56,4.219998779296873,334.0,1,1,2020-10-23
2020-10-05,339.75,339.3900146484375,6.79,-7.3999853515625205,340.0,0,-1,2020-10-26
2020-10-06,334.95,339.3900146484375,7.49,-3.099985351562509,335.0,0,-1,2020-10-26
2020-10-07,340.75,326.6600036621094,6.98,-21.319996337890643,341.0,0,-1,2020-10-28
2020-10-08,343.65,326.6600036621094,6.05,-23.389996337890636,344.0,0,-1,2020-10-28
2020-10-09,346.73,326.5400085449219,5.87,-26.32999145507813,347.0,0,-1,2020-10-30
2020-10-12,352.36,330.20001220703125,7.16,-28.959987792968775,352.0,0,-1,2020-11-02
2020-10-13,350.17,330.20001220703125,6.55,-26.34998779296876,350.0,0,-1,2020-11-02
2020-10-14,347.93,343.5400085449219,7.95,-12.409991455078114,348.0,0,-1,2020-11-04
2020-10-15,347.54,343.5400085449219,7.25,-11.709991455078125,348.0,0,-1,2020-11-04
2020-10-16,347.24,350.1600036621094,8.65,-5.489996337890602,347.0,0,-1,2020-11-06
2020-10-19,342.13,354.5599975585937,8.84,3.719997558593718,342.0,1,1,2020-11-09
2020-10-20,343.32,354.5599975585937,9.1,2.4599975585936704,343.0,1,0,2020-11-09
2020-10-21,342.65,356.6700134277344,9.65,4.020013427734398,343.0,1,1,2020-11-11
2020-10-22,344.67,356.6700134277344,8.18,3.490013427734368,345.0,1,1,2020-11-11
2020-10-23,345.64,358.1000061035156,7.55,4.550006103515614,346.0,1,1,2020-11-13
2020-10-26,339.52,362.5700073242188,9.3,13.270007324218795,340.0,1,1,2020-11-16
2020-10-27,338.33,362.5700073242188,9.24,14.330007324218798,339.0,1,1,2020-11-16
2020-10-28,326.67,356.2799987792969,12.63,18.64999877929688,325.0,1,1,2020-11-18
2020-10-29,330.0,356.2799987792969,11.98,14.299998779296857,330.0,1,1,2020-11-18
2020-10-30,326.74,355.3299865722656,10.45,17.879986572265636,327.0,1,1,2020-11-20
2020-11-02,330.16,357.4599914550781,10.51,16.949991455078134,330.0,1,1,2020-11-23
2020-11-03,335.91,357.4599914550781,9.66,11.7999914550781,336.0,1,1,2020-11-23
2020-11-04,343.46,362.6600036621094,11.15,8.510003662109398,343.0,1,1,2020-11-25
2020-11-05,350.21,362.6600036621094,7.84,4.8200036621094,350.0,1,1,2020-11-25
2020-11-06,350.19,363.6700134277344,7.52,6.150013427734393,350.0,1,1,2020-11-27
2020-11-09,354.53,362.05999755859375,9.86,-2.8000024414062636,355.0,0,0,2020-11-30
2020-11-10,354.07,362.05999755859375,6.62,1.4399975585937455,354.0,1,0,2020-11-30
2020-11-11,356.72,366.7900085449219,5.74,4.050008544921866,357.0,1,1,2020-12-02
2020-11-12,353.33,366.7900085449219,6.75,7.040008544921875,353.0,1,1,2020-12-02
2020-11-13,358.1,369.8500061035156,6.55,5.300006103515614,358.0,1,1,2020-12-04
2020-11-16,362.45,369.0899963378906,5.78,1.3099963378906523,362.0,1,0,2020-12-07
2020-11-17,360.72,369.0899963378906,5.75,2.339996337890625,361.0,1,0,2020-12-07
2020-11-18,356.25,366.8500061035156,8.48,2.370006103515607,356.0,1,0,2020-12-09
2020-11-19,357.78,366.8500061035156,5.92,2.930006103515609,358.0,1,0,2020-12-09
2020-11-20,355.34,366.2999877929688,7.12,4.179987792968802,355.0,1,1,2020-12-11
2020-11-23,357.54,364.6600036621094,5.59,1.0700036621094,358.0,1,0,2020-12-14
2020-11-24,363.22,364.6600036621094,5.71,-4.0499963378906045,363.0,0,-1,2020-12-14
